Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
森山開次,4272,"こころみ学園|クラフト工房La Mano",2017,2017,,有り,英語,無し,,なし,なし
山縣良和,4273,しょうぶ学園（鹿児島県）,2017,2017,,有り,英語,無し,,なし,なし
第１回TURNミーティング,4282,"東京藝術大学 - 美術学部 中央棟 第1講義室",2017,2017,,無し,,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
"第２回TURN ミーティング「TURNを検証するⅠ」",4297,"東京藝術大学 - 音楽学部 ５号館401",2017,2017,,無し,,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
"第３回TURN ミーティング「TURN を検証するⅡ～TURN が描く社会～」",4298,"東京藝術大学 - 美術学部中央棟2階 第3講義室",2017,2017,,無し,,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
"第４回TURN ミーティング 年次報告会",4299,"東京国立博物館 - 平成館大講堂",2017,2017,,無し,,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
展示、パフォーマンス、ワークショップ,4302,"東京都美術館 – LBF 第1公募展示室|東京都美術館 – LBF 第2公募展示室",2017,2017,,無し,,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
"TURN ツアー",4303,"東京都美術館 – LBF 第1公募展示室|東京都美術館 – LBF 第2公募展示室",2017,2017,,無し,,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
トーク,4304,"東京都美術館 – LBF 第1公募展示室|東京都美術館 – LBF 第2公募展示室",2017,2017,,無し,,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
"TURN フェス・サポーター",4305,"東京都美術館 – LBF 第1公募展示室|東京都美術館 – LBF 第2公募展示室",2017,2017,,無し,,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
"TURN LAND",4306,"気まぐれ八百屋だんだん|ハーモニー（世田谷区）|クラフト工房La Mano|板橋区立小茂根福祉園|東京大学大学院農学生命科学研究科附属生態調和農学機構",2017,2017,,無し,,無し,,なし,なし
"NO LIMITS SPECIAL 2017 上野〔TURNブース出展〕",4309,"上野恩賜公園  - 竹の台広場",2017,2017,,無し,,無し,,なし,なし
アルゼンチン・ブエノスアイレス,4311,国立トレス・デ・フェブレロ大学付属美術館,2017,2017,,無し,,無し,,,なし
ペルー・リマ,4313,ペルー国立高等芸術学校文化センター,2017,2017,,無し,,無し,,,なし
"大江戸寄席と花街のおどり その七",4316,"国立劇場 - 大劇場",2017,2017,,無し,,無し,,,あり・チラシ画像
第18回多摩川流域郷土芸能フェスティバル,4317,狛江エコルマホール,2017,2017,,無し,,無し,,,あり・チラシ画像
"「FORM II」",4318,"東京国際フォー ラム - ホールB7",2017,2017,,無し,,無し,,,なし
"伝統芸能普及公演 「能楽の水鏡」―映像に映すイマジネーション―",4319,日経ホール,2017,2017,,無し,,無し,,,あり・チラシ画像
熈代ステージ,4323,"福徳の森 - 特設ステージ",2017,2017,,無し,,無し,,,あり・チラシ画像
まち文化ストリート（伝統文化体験）,4324,仲通り,2017,2017,,無し,,無し,,,あり・チラシ画像
まちなか伝統パフォーマンス,4325,仲通り|あじさい通り,2017,2017,,無し,,無し,,,あり・チラシ画像
"津軽三味線 ～楽風（がくふ）生命の響き～",4330,三崎町公園ステージ,2017,2017,,無し,,無し,,,あり・チラシ画像
"菅生歌舞伎 ～菅生一座～",4331,横山町公園ステージ,2017,2017,,無し,,無し,,,あり・チラシ画像
"ファッションショー 「温故知新」★ 八王子Style ★",4332,網代園南側蔵の前,2017,2017,,無し,,無し,,,あり・チラシ画像
華やかな衣裳でお目見え～人力車「お練り」巡行～,4333,西放射線ユーロード,2017,2017,,無し,,無し,,,あり・チラシ画像
"八王子芸妓衆の華と粋 ～艶やかにおもてなし～",4334,中町公園ステージ,2017,2017,,無し,,無し,,,あり・チラシ画像
"大戸ばやし保存会 ～地域で伝承されていく大戸の響き～",4335,中町公園ステージ,2017,2017,,無し,,無し,,,あり・チラシ画像
"八王子祭囃子連合会 ～粋で鯔背な夏の音～",4336,三崎町公園ステージ,2017,2017,,無し,,無し,,,あり・チラシ画像
"八王子車人形 ～流るる時の川～",4337,横山町公園ステージ,2017,2017,,無し,,無し,,,あり・チラシ画像
箏と尺八～日本の心、魂の歌～,4338,三崎町公園ステージ,2017,2017,,無し,,無し,,,あり・チラシ画像
"聴いてみよう！ MJのお箏を ～武蔵野女子学院中学校・高等学校 筝曲演奏～",4339,中町公園ステージ,2017,2017,,無し,,無し,,,あり・チラシ画像
"江戸小紋 型紙展示 ～究極の職人業～",4340,三崎町～中町,2017,2017,,無し,,無し,,,あり・チラシ画像
人力車～昭和の面影を探す街めぐり～,4341,西放射線ユーロード|黒塀通り,2017,2017,,無し,,無し,,,あり・チラシ画像
茶会～街なかで日本流おもてなし～,4342,三崎町公園～中町公園,2017,2017,,無し,,無し,,,あり・チラシ画像
"紙漉き体験 ～多摩大学村山貞幸ゼミ 日本大好きプロジェクト～",4343,横山町公園（八王子市）,2017,2017,,無し,,無し,,,あり・チラシ画像
織物体験～昔と今が織りなす世界～,4344,網代園南側蔵の前,2017,2017,,無し,,無し,,,あり・チラシ画像
新日本フィル,4347,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
日本フィル,4349,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東京フィル,4351,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
Ｎ響,4352,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
読響,4354,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
都響,4355,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東響,4358,東京芸術劇場,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
シティフィル,4360,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
３大Ｂソナタ,4361,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"TRANS ARTS TOKYO 2016 UP TOKYO",4364,"五十通りエリア|一八通りエリア|旧東京電機大学跡地|ワテラス|カフェ＆和酒 N3331|司3331|アーツ千代田3331",2016,2016,,有り,英語,無し,,なし,なし
ミュージカル『わたしは真悟』,4371,"新国立劇場 - 中劇場",2016,2016,,有り,英語,無し,,なし,なし
"NIHONBASHI NIGHT PROGRAM SAKURA-JAPAN IN THE BOX- 2016→2020 presented by MEIJIZ",4373,明治座,2016,2016,,有り,英語,無し,,なし,なし
"TOKYO DESIGN WEEK ～ IMAGINE FUTURE",4375,"明治神宮外苑 - 聖徳記念絵画館前",2016,2016,,有り,英語,無し,,なし,なし
"第17回東京フィルメックス／TOKYO FILMeX 2016",4377,"有楽町朝日ホールスクエア|TOHOシネマズ 日劇",2016,2016,,有り,英語,無し,,なし,なし
ヒューマンライツ・フェスタへの参加,4379,東京国際フォーラム,2017,2017,,無し,,無し,,,なし
渋谷芸術祭への参加,4380,"渋谷駅 - 構内",2017,2017,,無し,,無し,,,なし
ピアノ三重奏,4383,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
弦楽四重奏,4384,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
藤原歌劇団公演　オペラ「カルメン」全４幕,4385,"東京文化会館 - 大ホール",2016,2016,,有り,,有り,バリアフリー対応施設,なし,なし
ISHI,4388,トーキョーワンダーサイト本郷,2016,2016,,有り,英語,無し,,なし,なし
"東京二期会オペラ劇場 「トスカ」全３幕",4389,"東京文化会館 - 大ホール",2016,2016,,有り,,有り,バリアフリー対応施設,なし,なし
"A. 国際シンポジウム 不可視性について",4390,"東京都写真美術館 - 1F ホール",2017,2017,,有り,英語,有り,バリアフリー対応施設,なし,あり・チラシ画像
チャンス・フィギュレーション,4391,トーキョーワンダーサイト本郷,2016,2016,,有り,英語,無し,,なし,なし
日本オペラ協会公演　オペラ「よさこい節」全２幕,4392,"新国立劇場 - 中劇場",2016,2016,,有り,,有り,その他の取組,なし,なし
バイナリー：二本のフルートのためのコンサート,4393,トーキョーワンダーサイト本郷,2016,2016,,有り,英語,無し,,なし,なし
2020,4394,トーキョーワンダーサイト本郷,2016,2016,,有り,英語,無し,,なし,なし
"地人会新社　第６回公演 「豚小屋」～ある私的な寓話（おはなし）～",4396,"新国立劇場 - 小劇場",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
AM落語,4398,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
AM狂言,4402,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
AM和妻,4403,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
AM狂言,4404,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
AM三味線,4405,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
AM日本舞踊,4406,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
PM日本舞踊,4407,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
PM落語,4408,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
PM狂言,4409,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
PM和妻,4410,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
PM三味線,4411,芸能花伝舎,2016,2016,,無し,,無し,,なし,なし
落語,4412,東村山市立中央公民館,2016,2016,,無し,,無し,,なし,なし
狂言,4414,東村山市立中央公民館,2016,2016,,無し,,無し,,なし,なし
和妻,4415,東村山市立中央公民館,2016,2016,,無し,,無し,,なし,なし
三味線,4416,東村山市立中央公民館,2016,2016,,無し,,無し,,なし,なし
日本舞踊,4417,東村山市立中央公民館,2016,2016,,無し,,無し,,なし,なし
"「フィリピンからの、ひとりひとり　マキララ ―知り、会い、踊る―」",4424,"仲町の家（足立区）|東京藝術大学 千住キャンパス - 第7ホール",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"東京都美術館 ティーチャーズ・デイ",4425,東京都美術館,2017,2017,,無し,,無し,,,あり・チラシ画像
"江戸東京たてもの園 教育プログラム",4427,江戸東京たてもの園,2017,2017,,無し,,無し,,,あり・チラシ画像
"東京都江戸東京博物館 ワークシートの作り方",4428,東京都美術館,2017,2017,,無し,,無し,,,あり・チラシ画像
"東京都写真美術館 スクールプログラム",4429,東京都写真美術館,2017,2017,,無し,,無し,,,あり・チラシ画像
"東京芸術劇場 ワークショップ事業",4430,東京芸術劇場,2017,2017,,無し,,無し,,,あり・チラシ画像
"東京文化会館 教育プログラム事業",4431,東京文化会館,2017,2017,,無し,,無し,,,あり・チラシ画像
連続勉強会「多文化共生を考える」,4432,仲町の家（足立区）,2017,"2017,2018",",",有り,英語,無し,,なし,あり・その他画像
友政麻理子,4433,仲町の家（足立区）,2017,"2017,2018",",",有り,英語,無し,,なし,あり・その他画像
タップダンス,4434,"きゅりあん（品川区立総合区民会館） - リハーサル室（7F)",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像|あり・その他画像
"足立区西新井文化ホール指定管理者構成企業 株式会社 JTB コミュニケーションデザイン",4438,ギャラクシティ西新井文化ホール,2017,2017,,無し,,無し,,,なし
立川市,4440,"たましんRISURUホール（立川市民会館） -  大ホール",2017,2017,,無し,,無し,,,なし
おもしろミュージックランド,4441,"きゅりあん（品川区立総合区民会館） - 小ホール（1F）",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像|あり・その他画像
公益財団法人荒川区芸術文化振興財団,4443,"サンパール荒川 ‐ 大ホール",2017,2017,,無し,,無し,,,なし
"なかのZERO 指定管理者JN 指定管理者共同事業体 株式会社JTB コミュニケーションデザイン",4446,"なかのZERO - 大ホール",2015,,,無し,,無し,,,なし
公益財団法人府中文化振興財団,4448,"府中の森芸術劇場 - どりーむホール",2017,2017,,無し,,無し,,,なし
公益財団法人江東区文化コミュニティ財団,4450,"ティアラこうとう（江東公会堂） - 大ホール",2017,2017,,無し,,無し,,,なし
公益財団法人武蔵野文化事業団,4452,"武蔵野市民文化会館 - 大ホール",2017,2017,,無し,,無し,,,なし
人形遣い,4453,"きゅりあん（品川区立総合区民会館） - イベントホール（7F）",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像|あり・その他画像
公益財団法人小平市文化振興財団,4456,"小平市民文化会館（ルネこだいら） - 大ホール",2017,2017,,無し,,無し,,,なし
探検コンサート,4458,"きゅりあん（品川区立総合区民会館） - イベントホール（7F）",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像|あり・その他画像
江戸博・チョコレート戦争,4459,東京都江戸東京博物館,2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
公益財団法人品川文化振興事業団,4461,"きゅりあん（品川区立総合区民会館） - 大ホール",2017,2017,,無し,,無し,,,なし
羽村市,4463,"羽村市生涯学習センターゆとろぎ - 大ホール",2017,2017,,無し,,無し,,,なし
江戸川区総合文化センター指定管理者サントリーパブリシティサービスグループ代表企業　サントリーパブリシティサービス株式会社,4465,"江戸川区総合文化センター - 大ホール",2017,2017,,無し,,無し,,,なし
いおり博士,4467,"たましんRISURUホール（立川市民会館） -  小ホール（3F)",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像|あり・その他画像
公益財団法人調布市文化・コミュニティ振興財団,4468,"調布市グリーンホール - 大ホール",2017,2017,,無し,,無し,,,なし
公益財団法人くにたち文化・スポーツ振興財団,4469,"くにたち市民芸術 - 小ホール",2017,2017,,無し,,無し,,,なし
"西東京市保谷こもれびホール指定管理者 株式会社JTBコミュニケーションデザイン",4470,"西東京市保谷こもれびホール - メインホール",2017,2017,,無し,,無し,,,なし
表現（Hyogen）「茶チャMムジカUSICA」,4472,仲町の家（足立区）,2018,2018,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
ないたあかおに,4474,"たましんRISURUホール（立川市民会館） -  地下展示室",2016,2016,,無し,,無し,バリアフリー対応施設,なし,あり・チラシ画像|あり・その他画像
公益財団法人新宿未来創造財団,4475,"新宿区立新宿文化センター - 大ホール",2017,2017,,無し,,無し,,,なし
一般財団法人狛江市文化振興事業団,4476,狛江エコルマホール,2017,2017,,無し,,無し,,,なし
公益財団法人北区文化振興財団,4477,"北とぴあ - さくらホール",2017,2017,,無し,,無し,,,なし
公益財団法人板橋区文化・国際交流財団,4479,"板橋区立文化会館 - 大ホール",2017,2017,,無し,,無し,,,なし
日野市,4481,"ひの煉瓦ホール（日野市民会館）  - 大ホール",2017,2017,,無し,,無し,,,なし
公益財団法人多摩市文化振興財団,4483,"パルテノン多摩 - 大ホール",2017,2017,,無し,,無し,,,なし
公益財団法人文京アカデミー,4485,"文京シビックホール - 大ホール",2017,2017,,無し,,無し,,,なし
公益財団法人練馬区文化振興協会,4487,"練馬文化センター - 大ホール",2017,2017,,無し,,無し,,,なし
公益財団法人港区スポーツふれあい文化健康財団,4489,"サントリーホール - 大ホール",2017,2017,,無し,,無し,,,なし
"葛飾区文化施設指定管理者 株式会社キョードー東京",4491,"かつしかシンフォニーヒルズ - モーツァルトホール",2017,2017,,無し,,無し,,,なし
公益財団法人目黒区芸術文化振興財団,4493,"めぐろパーシモンホール - 大ホール",2017,2017,,無し,,無し,,,なし
"秋川キララホール指定管理者代表団体 株式会社コンベンションリンケージ",4495,秋川キララホール,2017,2017,,無し,,無し,,,なし
武蔵村山市民会館指定管理者　株式会社ケイミックスパブリックビジネス,4496,"武蔵村山市民会館（さくらホール） - 大ホール",2017,2017,,無し,,無し,,,なし
"地域連携プログラム「表現（Hyogen）×松本一哉 ライブ」",4498,安養院（足立区）,2018,2018,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
音盤千住　レコ発企画「聴きめぐり千住！」,4499,千住地域各所,2018,2018,,有り,英語,無し,,なし,あり・その他画像
"今村俊博×池田 萠 第5 回パフォーマンス・デュオ公演 音楽のバウンダリー",4501,トーキョーワンダーサイト本郷,2016,2016,,有り,英語,無し,,なし,なし
アート・コミュニケータ養成,4503,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
第7期とびラー2次面接,4504,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
基礎講座,4505,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
