Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
"上野deクラシック 4月",2850,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野deクラシック5月,2851,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野deクラシック6月,2852,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"上野deクラシック2月 2hours concert",2853,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野deクラシック7月,2854,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野deクラシック8月,2855,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野deクラシック9月,2856,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野deクラシック10月,2857,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"上野deクラシック11月 2hours concert",2858,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野deクラシック11月,2859,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野deクラシック12月,2860,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野deクラシック1月,2861,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野deクラシック3月,2862,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"BRIDGE STORY（ウェブコンテンツ）",2866,,2016,2016,,無し,,無し,,なし,なし
ピアノ部門,2869,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"第15回東京音楽コンクール第1 次予選（非公開審査）",2870,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
木管部門,2871,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
弦楽部門,2872,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
ピアノ部門,2873,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
弦楽部門,2874,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
木管部門,2875,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
第15回東京音楽コンクール優勝者コンサート,2877,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
深貝理紗子ピアノ・リサイタル,2879,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
田原綾子ヴィオラ・リサイタル,2880,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"コハーン・イシュトヴァーン クラリネット・リサイタル",2881,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
上野通明チェロ・リサイタル,2882,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
夏休み子供音楽会2017《上野の森文化探検》,2884,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
公開リハーサル,2886,,2015,2015,,無し,,無し,,,
バックステージツアー《夏休みスペシャル！》,2888,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
インターンプログラム,2889,アーツ千代田3331,2016,2016,,無し,,無し,,なし,なし
バックステージツアー《舞台編》,2890,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
バックステージツアー《舞台編》,2891,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
バックステージツアー《建築編》,2892,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
【2017年】《弦楽四重奏》,2894,"東京文化会館 - 大ホールホワイエ",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
【2017年】《弦楽四重奏》,2896,"東京文化会館 - 大ホールホワイエ",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
【2017年】《弦楽四重奏》,2898,"東京文化会館 - 大ホールホワイエ",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
【2017年】《弦楽四重奏》,2899,"東京文化会館 - 大ホールホワイエ",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
ナイト・ミニ・コンサート,2901,国立西洋美術館ー講堂,2017,2017,,無し,,無し,,なし,なし
"小曽根 真＆ピーター・アースキン  “Jazz meets Classic” with東京都交響楽団",2903,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"小曽根 真＆ピーター・アースキン  “Jazz meets Classic” with東京都交響楽団（オリンパスホール八王子）",2904,オリンパスホール八王子,2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"第1回 アルディッティ弦楽四重奏団",2905,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"第2回 御喜美江＆大田智美",2906,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"第3回 アントニオ・メネセス",2907,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"第4回 北村英治カルテット",2908,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"第5回 イザベル・ファウスト",2909,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
Vol.1「漱石の体験した洋楽〜室内楽と喜歌劇《ボッカチオ》」,2910,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"Vol.2藤木大地 カウンターテナー・リサイタル",2911,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"3 歳からの楽しいクラシック",2912,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"下町風俗資料館付設展示場 旧吉田屋酒店",2913,台東区立下町風俗資料館付設展示場(旧吉田屋酒店),2017,2017,,無し,,無し,,なし,なし
東京文化会館キャノピー,2914,"東京文化会館 - キャノピー広場スペース",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
東京文化会館キャノピー,2915,"東京文化会館 - キャノピー広場スペース",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"旧岩崎邸庭園 洋館内",2916,"旧岩崎邸庭園 - 洋館1階",2017,2017,,無し,,無し,,なし,なし
"旧岩崎邸庭園 洋館内",2917,"旧岩崎邸庭園 - 洋館1階",2017,2017,,無し,,無し,,なし,なし
"江戸東京たてもの園 子宝湯",2918,"江戸東京たてもの園 - 東ゾーン 子宝湯",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"江戸東京たてもの園 子宝湯",2919,"江戸東京たてもの園 - 東ゾーン 子宝湯",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"国立西洋美術館 本館 1 階ロビー",2920,"国立西洋美術館 - 本館１階ロビー",2017,2017,,無し,,無し,,なし,なし
"東京国立博物館 本館大階段",2921,"東京国立博物館 - 本館 大階段",2017,2017,,無し,,無し,,なし,なし
"国立国会図書館 国際子ども図書館 レンガ棟    3 階ホール",2922,"国立国会図書館 ‐ 国際子ども図書館 レンガ棟 3 階ホール",2017,2017,,無し,,無し,,なし,なし
"東京都美術館 佐藤慶太郎記念アートラウンジ",2923,"東京都美術館 - 佐藤慶太郎記念アートラウンジ",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"東京都美術館 佐藤慶太郎記念アートラウンジ",2924,"東京都美術館 - 交流棟 2F アートスタディルーム",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"国立科学博物館 日本館中央ホール",2925,"国立科学博物館 - 日本館 1F 中央ホール",2017,2017,,無し,,無し,,なし,なし
[2017]とびらボードの貸出し,2928,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
まちなかコンサート×ドリーム夜さ来い祭り,2929,"お台場 自由の女神会場（グランドニッコー東京 台場前） - メイン舞台",2017,2017,,無し,,無し,,なし,なし
"まちなかコンサート×Station LIVE in 山手線 Special Train",2932,"JR東日本30周年記念 山手線ラッピングトレイン団体貸切列車内",2017,2017,,無し,,無し,,なし,なし
東京文化会館、東京芸術劇場、文京シビックセンター他,2935,東京文化会館|東京芸術劇場|文京シビックセンター,2017,2017,,無し,,無し,,なし,なし
カーザ・ダ・ムジカ（ポルトガル）,2937,カーザ・ダ・ムジカ（ポルトガル）,2017,2017,,無し,,無し,,なし,なし
ポルトガル研修報告会(東京文化会館中会議室2),2939,"東京文化会館 - 中会議室 2",2017,2017,,無し,,無し,,なし,なし
"ワークショップ・プログラム稽古(東京文化会館鑑賞室 他)",2941,"東京文化会館 - 中会議室 2",2017,2017,,無し,,無し,,なし,なし
"あけてみよう！海のふしぎな宝箱 1 ） 6 ヶ月～18ヶ月",2942,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"タネまき、タネまき、大きくなあれ！１） 19〜35ヶ月",2943,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"あけてみよう！海のふしぎな宝箱 2 ）19ヶ月～35ヶ月",2944,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"あけてみよう！海のふしぎな宝箱 3 ）3〜 4歳",2945,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"タネまき、タネまき、大きくなあれ！２） 3歳～ 4 歳",2946,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
GO！ワイルド！,2947,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"ムジカ・ピッコラ １） 3 歳～ 4 歳",2948,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"ムジカ・ピッコラ ２） 5 歳～ 6 歳",2949,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
はじめましてクラシック〜ヴァイオリン＆ピアノ,2950,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
はじめましてクラシック〜金管五重奏,2951,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"One Day セッション〜歌って奏でる日本の風景〜",2952,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"はじめましてクラシック〜弦楽四重奏〜 1）6〜18ヶ月",2953,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"はじめましてクラシック〜弦楽四重奏〜 2）19〜35ヶ月",2954,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"旅するヨーロッパ 3)5〜 6歳（未就学児）",2955,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"森の王様のフェスタ 1）19〜35ヶ月",2956,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"森の王様のフェスタ 2）3 歳～4歳",2957,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"森の王様のフェスタ 3）5 歳～ 6 歳",2958,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
動物たんてい〜かくれているのは、だあれだ？〜1）6〜18ヶ月,2959,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
動物たんてい〜かくれているのは、だあれだ？〜2）19〜35ヶ月,2960,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"Music Clock",2961,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"はじめましてクラシック〜金管五重奏 1）19〜35ヶ月",2962,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
[2017]展覧会関連参加型プログラムの実施,2963,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
岩城京子,2964,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
武田竜真,2965,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
臼井仁美,2966,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
"Qenji Yoshida",2967,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
中島伽耶子,2968,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
レオノール・セラーノ・リーヴァス,2969,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
"リ ー･イーファン",2970,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
アヌーク・ミラディノヴィッチ,2971,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
パトリツィア・ダンダー,2972,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ジャンフランコ・フォスキーノ,2973,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ヴィンセント・ブロー,2974,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
アブデルカデール・ベンチャマ,2975,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
アグア・チョウ,2976,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
モハメド・アラム,2977,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
マルク・カエラス,2978,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ブレンダ・ロサノ,2979,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ワン・チョン,2980,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ローワン・ゲッディス,2981,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
マリオ・リッツィ,2982,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ティボー・カペラン&クロエ・フリク,2983,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
クラウディオ・ゼッキ,2984,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ジャン＝マキシム・デュフレーヌ＆ヴィルジニー・ラガニエール,2985,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
ケルスティン・ブレチュ,2986,トーキョーアーツアンドスペースレジデンシー,2017,2017,,有り,英語,無し,,なし,なし
"はじめましてクラシック〜金管五重奏 2）6〜18ヶ月",2987,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"咲かせよう！ 音楽の花 1） 6 ヶ月～18ヶ月",2988,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"咲かせよう！ 音楽の花 2）19ヶ月～35ヶ月",2989,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
リズミカル・キッチン,2990,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"One Day コーラス",2991,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"コオロギの大冒険 2） 6 ヶ月～18ヶ月",2992,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"コオロギの大冒険 1）19ヶ月～35ヶ月",2993,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"森の王様のフェスタ 1）6〜18ヶ月",2994,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"森の王様のフェスタ 2）5 歳～ 6 歳",2995,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"旅するヨーロッパ 1） 6 ヶ月～18ヶ月",2996,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"旅するヨーロッパ 2）3歳～14歳",2997,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
ボディ・ビート,2998,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"おとぎの国へLet’s go! 1）5 歳～ 6 歳",2999,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"おとぎの国へLet’s go! 2）3 歳～ 4 歳",3000,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"動物たんてい〜かくれているのは、だあれだ？〜 1）19ヶ月～35ヶ月",3001,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"動物たんてい〜かくれているのは、だあれだ？〜 2）3 歳～ 4 歳",3002,"東京芸術劇場 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"咲かせよう！ 音楽の花 1）19ヶ月～35ヶ月",3003,"文京シビックセンター - レクリエーションホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"咲かせよう！ 音楽の花 2）6 ヶ月～18ヶ月",3004,"文京シビックセンター - レクリエーションホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"おとぎの国へLet’s go! 1）6 ヶ月～18ヶ月",3005,"文京シビックセンター - レクリエーションホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"おとぎの国へLet’s go! 2）19ヶ月～35ヶ月",3007,"文京シビックセンター - レクリエーションホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"おとぎの国へLet’s go! 3）3 歳～ 4 歳",3008,"文京シビックセンター - レクリエーションホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"One Day セッション〜歌って奏でる日本の風景〜",3009,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"動物たんてい〜かくれているのは、だあれだ？〜 1）6ヶ月～18ヶ月",3011,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"動物たんてい〜かくれているのは、だあれだ？〜 2）19ヶ月～35ヶ月",3013,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"機関誌「ART BRIDGE」の発行",3014,,2016,2016,,無し,,無し,,なし,なし
ボディ・ビート,3015,東京文化会館,2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
新制作A・チーズを探せ！くいしんぼうネズミ！,3016,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
新制作B・ミュージック・レター,3018,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"旅するヨーロッパ 1）3 歳～ 4 歳",3019,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"旅するヨーロッパ 2）5 歳～ 6 歳",3020,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
リズミカル・キッチン,3021,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"ライオン・ビート 1）6 ヶ月～18ヶ月",3022,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"ライオン・ビート 2）19ヶ月～35ヶ月",3023,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"One Day コーラス",3024,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"はじめましてクラシック～ヴァイオリン＆ピアノ 1）19 ヶ月～35ヶ月",3025,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"はじめましてクラシック～ヴァイオリン＆ピアノ 2）6 ヶ月～18ヶ月",3026,"文京シビックセンター - 多目的室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"タネまき、タネまき、大きくなあれ！ 1）19ヶ月～35ヶ月",3027,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"タネまき、タネまき、大きくなあれ！  2） 3歳～4歳",3028,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
クラシックであそぼう！,3029,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
めざせ！おんがく忍者！1）3〜4歳,3030,大島町岡田保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
文京区立青柳幼稚園（2017年1月31日）,3031,文京区立青柳幼稚園,2016,2016,,無し,,無し,,なし,なし
小平市立小平第九小学校（2017年2月2日）,3033,小平市立小平第九小学校,2016,2016,,無し,,無し,,なし,なし
カラダ・オト・ウタウ,3034,"大島町野増センター - 体育館",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
旅するヨーロッパ(大島町差木地保育園),3035,大島町差木地保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
旅するヨーロッパ(大島町子ども家庭支援センター),3036,大島町子ども家庭支援センター,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"めざせ！おんがく忍者！ 1）3〜4歳",3037,大島町元町保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
旅するヨーロッパ,3038,大島町子ども家庭支援センター,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
小金井市立小金井第二小学校（特別支援学級）（2017年2月16日）,3043,小金井市立小金井第二小学校（特別支援学級）,2016,2016,,無し,,無し,,なし,なし
めざせ！おんがく忍者！2）5〜6歳,3047,大島町岡田保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
台東区立台桜幼稚園（2017年2月20日）,3048,台東区立台桜幼稚園,2016,2016,,無し,,無し,,なし,なし
"めざせ！おんがく忍者！ 2）5〜6歳",3053,大島町元町保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
旅するヨーロッパ1）3〜4歳,3054,大島町北ノ山保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
旅するヨーロッパ2）5〜6歳,3055,大島町北ノ山保育園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
ブリティッシュ・カウンシルとの連携,3059,"東京文化会館 - リハーサル室",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
ネットワーカープログラム,3060,,2015,2015,,無し,,無し,,なし,なし
"とびだせ！おんがくたんけん隊 1）6〜18ヶ月",3061,"パルテノン多摩 - リハーサル室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"とびだせ！おんがくたんけん隊 2）19〜35ヶ月",3064,"パルテノン多摩 - リハーサル室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"ムジカ・ピッコラ 1）3 歳～4 歳",3065,"パルテノン多摩 - リハーサル室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"森の王様のフェスタ 1）6〜18ヶ月",3066,"たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
募集プログラム　プログラムA　スティールパン,3067,トッピングイースト,2016,2016,,無し,,無し,,なし,なし
"森の王様のフェスタ 2）4 歳～ 6 歳",3070,"たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
GO！ワイルド！,3071,"たましんRISURUホール（立川市民会館） -  地下展示室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"はじめましてクラシック〜ヴァイオリン＆ピアノ〜 1）6〜18ヶ月",3074,"たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
森の王様のフェスタ,3076,"たましんRISURUホール（立川市民会館） -  地下展示室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"はじめましてクラシック〜ヴァイオリン＆ピアノ〜 2）19ヶ月〜3歳",3077,"たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
ムジカ・ピッコラ,3078,"たましんRISURUホール（立川市民会館） - 地下サブホール",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
チーズを探せ！くいしんぼうネズミ！,3079,カーザ・ダ・ムジカ（ポルトガル）,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"With My Baby（マタニティ・ワークショップ）",3081,寿子ども家庭支援センター,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
募集プログラム　プログラムB　義太夫,3083,トッピングイースト,2016,2016,,無し,,無し,,なし,なし
"東京都立大塚ろう学校 城東分教室",3084,東京都立大塚ろう学校城東分教室,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立八王子特別支援学校,3086,東京都立八王子特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立八王子特別支援学校,3087,東京都立八王子特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立清瀬特別支援学校,3088,東京都立清瀬特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立八王子特別支援学校,3090,東京都立八王子特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
久我山青光学園,3091,東京都立久我山青光学園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
久我山青光学園,3093,東京都立久我山青光学園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立王子特別支援学校,3094,東京都立王子特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
募集プログラム　プログラムC　ウクレレ,3095,トッピングイースト,2016,2016,,無し,,無し,,なし,なし
東京都立城東特別支援学校,3097,東京都立城東特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立鹿本学園,3099,東京都立鹿本学園,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
東京都立小平特別支援学校,3101,東京都立小平特別支援学校,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"台東区老人福祉センター 大集会室",3104,"台東区老人福祉センター - 大集会室",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
プレトークイベント「この街の音楽の未来を語ろう」,3105,"すみだ北斎美術館 - MARUGEN100（講座室）",2016,2016,,無し,,無し,,なし,なし
"ケアハウス松が谷 デイルーム",3108,"ケアハウス松が谷 - デイルーム",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
有料老人ホームリブイン（足立邦栄会）,3111,有料老人ホームリブイン（足立邦栄会）,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
特別養護老人ホームさくら（足立邦栄会）,3115,特別養護老人ホームさくら（足立邦栄会）,2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
"くらまえ高齢者在宅サービスセンター 6Fデイルーム",3117,"くらまえ高齢者在宅サービスセンター - 6Fデイルーム",2017,2017,,無し,,無し,バリアフリー対応施設,なし,なし
