id,WEBサイトのアドレス,会場(投稿),主催,開催年度,多言語対応の有無,バリアフリー対応の有無,組織委員会の認証の有無,画像等データの有無
3503,http://www.t-bunka.jp/old/sponsership/spo_161007a.html,"東京芸術劇場 - 中リハーサル室（リハーサルルーム M3）",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3505,http://www.t-bunka.jp/old/sponsership/spo_161007b.html,"東京芸術劇場 - 中リハーサル室（リハーサルルーム L）",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3506,http://www.t-bunka.jp/old/sponsership/spo_161007b.html,"東京芸術劇場 - 中リハーサル室（リハーサルルーム L）",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3507,,,駐日ベネズエラ・ボリバル共和国大使館|公益財団法人東京都歴史文化財団|東京芸術劇場|一般社団法人エル・システマジャパン|豊島区,2017,無し,無し,,なし
3508,http://www.t-bunka.jp/old/sponsership/spo_161007c.html,"文京シビックセンター - 多目的室",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3509,http://www.t-bunka.jp/old/sponsership/spo_161008d.html,"文京シビックセンター - 多目的室",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3510,http://www.t-bunka.jp/old/sponsership/spo_161008d.html,"文京シビックセンター - 多目的室",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3511,http://www.t-bunka.jp/old/sponsership/spo_161008d.html,"文京シビックセンター - 多目的室",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3512,http://www.t-bunka.jp/old/sponsership/spo_161008a.html,"東京文化会館 - 小ホール",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3513,,"東京芸術劇場 - コンサートホール",駐日ベネズエラ・ボリバル共和国大使館|公益財団法人東京都歴史文化財団|東京芸術劇場|一般社団法人エル・システマジャパン|豊島区,2017,無し,無し,,なし
3514,,"東京芸術劇場 - コンサートホール",駐日ベネズエラ・ボリバル共和国大使館|公益財団法人東京都歴史文化財団|東京芸術劇場|一般社団法人エル・システマジャパン|豊島区,2017,無し,有り,,なし
3515,,"東京芸術劇場 - 中リハーサル室（リハーサルルーム L）",駐日ベネズエラ・ボリバル共和国大使館|公益財団法人東京都歴史文化財団|東京芸術劇場|一般社団法人エル・システマジャパン|豊島区,2017,無し,有り,,なし
3516,http://www.t-bunka.jp/old/sponsership/spo_161008a.html,"東京文化会館 - 小ホール",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3517,http://www.t-bunka.jp/old/sponsership/spo_161008c.html,"東京文化会館 - 小ホール",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3518,http://www.t-bunka.jp/old/sponsership/spo_161008b.html,"東京文化会館 - リハーサル室B",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3519,http://www.t-bunka.jp/old/sponsership/spo_161008b.html,"東京文化会館 - リハーサル室B",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3520,http://www.t-bunka.jp/old/sponsership/spo_161009d.html,"文京シビックセンター - レクリエーションホール",東京都|東京文化会館|アーツカウンシル東京,2016,無し,無し,なし,あり・チラシ画像
3523,http://www.t-bunka.jp/old/sponsership/spo_161009e.html,"文京シビックセンター - 練習室1",東京都|東京文化会館|アーツカウンシル東京,2016,無し,無し,なし,あり・チラシ画像
3525,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3526,http://www.t-bunka.jp/old/sponsership/spo_161009c.html,"文京シビックセンター - 多目的室",東京都|東京文化会館|アーツカウンシル東京,2016,無し,無し,なし,あり・チラシ画像
3527,http://www.t-bunka.jp/old/sponsership/spo_161009c.html,"文京シビックセンター - 多目的室",東京都|東京文化会館|アーツカウンシル東京,2016,無し,無し,なし,あり・チラシ画像
3529,,"東京芸術劇場 - コンサートホール",エイベックス・クラシックス・インターナショナル|公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3530,http://www.t-bunka.jp/old/sponsership/spo_161009a.html,"東京文化会館 - 小ホール",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3531,http://www.t-bunka.jp/old/sponsership/spo_161009b.html,"東京文化会館 - リハーサル室B",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3532,http://www.t-bunka.jp/old/sponsership/spo_161009b.html,"東京文化会館 - リハーサル室B",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3533,http://www.t-bunka.jp/old/sponsership/spo_161010a.html,"東京文化会館 - リハーサル室B",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3534,http://www.t-bunka.jp/old/sponsership/spo_161010a.html,"東京文化会館 - リハーサル室B",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3535,http://www.t-bunka.jp/old/sponsership/spo_161010b.html,"東京文化会館 - 小ホール",東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,あり・チラシ画像
3537,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場|豊島区,2017,無し,無し,,なし
3538,https://www.artscouncil-tokyo.jp/ja/events/13207/,グランキオスク（吉祥寺）,東京都|アーツカウンシル東京|一般社団法人Ongoing,2016,有り,無し,なし,あり・チラシ画像
3544,https://www.artscouncil-tokyo.jp/ja/events/13201/,"アーツ千代田3331 - 3F アーツカウンシル東京ROOM302",東京都|アーツカウンシル東京|一般社団法人Ongoing,2016,有り,無し,なし,あり・チラシ画像|あり・その他画像
3545,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3546,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,smokebooks,東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3549,https://www.artscouncil-tokyo.jp/ja/events/14246/,"三鷹中央ビル - 2階",東京都|アーツカウンシル東京|一般社団法人Ongoing,2016,有り,無し,なし,あり・チラシ画像
3550,,"東京芸術劇場 - コンサートホール",テンポプリモ,2017,無し,無し,,なし
3551,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,清澄白河エリア,東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3553,,"小金井市立第四小学校 - 図工室|三楽公園（小金井市）",東京都|小金井市|アーツカウンシル東京|NPO法人アートフル・アクション,2016,無し,無し,なし,なし
3557,,"東京芸術劇場 - コンサートホール",キョードー東京,2017,無し,無し,,なし
3558,,"東京芸術劇場 - コンサートホール",KAJIMOTO,2017,無し,無し,,なし
3559,,"小金井市立前原小学校 - 図工室|小金井市立前原小学校 - 校庭",東京都|小金井市|アーツカウンシル東京|NPO法人アートフル・アクション,2016,無し,無し,なし,なし
3562,,"小金井市立本町小学校 - 多目的室|住宅供給公社本町アパート（小金井市） - 本町アパート内公園",東京都|小金井市|アーツカウンシル東京|NPO法人アートフル・アクション,2016,無し,無し,なし,なし
3565,,アートスポットシャトー小金井2F,東京都|小金井市|アーツカウンシル東京|NPO法人アートフル・アクション,2016,無し,無し,なし,なし
3567,,愛の園保育園（小金井市）,東京都|小金井市|アーツカウンシル東京|NPO法人アートフル・アクション,2016,無し,無し,なし,なし
3569,,"東京芸術劇場 - コンサートホール",株式会社ジャパン・アーツ,2017,無し,無し,,なし
3570,,愛の園保育園（小金井市）,東京都|アーツカウンシル東京|NPO法人アートフル・アクション,2016,無し,無し,なし,なし
3571,http://www.geigeki.jp/performance/concert110/,"東京芸術劇場 - コンサートホール","毎日新聞社|MIYAZAWA &amp; Co.",2017,無し,無し,,なし
3572,http://www.geigeki.jp/performance/concert110/,"東京芸術劇場 - コンサートホール","毎日新聞社|MIYAZAWA &amp; Co.",2017,無し,無し,,なし
3573,http://www.geigeki.jp/performance/concert110/,"東京芸術劇場 - コンサートホール","毎日新聞社|MIYAZAWA &amp; Co.",2017,無し,無し,,なし
3574,http://www.geigeki.jp/performance/concert110/,"東京芸術劇場 - コンサートホール","毎日新聞社|MIYAZAWA &amp; Co.",2017,無し,無し,,なし
3575,http://www.geigeki.jp/performance/concert110/,"東京芸術劇場 - コンサートホール","毎日新聞社|MIYAZAWA &amp; Co.",2017,無し,無し,,なし
3576,http://www.geigeki.jp/performance/concert110/,"東京芸術劇場 - コンサートホール","毎日新聞社|MIYAZAWA &amp; Co.",2017,無し,無し,,なし
3578,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3579,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3580,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3581,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3582,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3583,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3585,http://topmuseum.jp/contents/exhibition/index-2774.html,"東京都写真美術館 - 3F 展示室",東京都写真美術館,2017,有り,有り,なし,あり・チラシ画像
3586,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3588,http://topmuseum.jp/contents/exhibition/index-2845.html,"東京都写真美術館 - B1F 展示室",東京都写真美術館,2017,有り,有り,なし,あり・チラシ画像
3590,http://topmuseum.jp/contents/exhibition/index-2776.html,"東京都写真美術館 - 3F 展示室",東京都写真美術館,2017,有り,有り,なし,あり・チラシ画像
3592,http://topmuseum.jp/contents/exhibition/index-2878.html,"東京都写真美術館 - 3F 展示室",東京都写真美術館,2017,有り,有り,なし,あり・チラシ画像
3596,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3597,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3598,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3599,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3600,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3601,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3602,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3603,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3604,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3606,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3607,http://topmuseum.jp/contents/exhibition/index-2964.html,"東京都写真美術館 - 3F 展示室",東京都写真美術館|読売新聞社|美術館連絡協議会,2017,有り,有り,なし,あり・チラシ画像
3610,,"トッピングイースト|アーツ千代田3331 - 3F アーツカウンシル東京ROOM302",東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,2016,無し,無し,なし,なし
3612,,トッピングイースト,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,2016,無し,無し,なし,なし
3613,,トッピングイースト,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,2016,無し,無し,なし,なし
3614,https://www.artscouncil-tokyo.jp/ja/events/18080/,"羽田空港国際線ターミナル - 5階 お祭り広場",アーツカウンシル東京,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
3615,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,三好地区集会所,東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3617,http://topmuseum.jp/contents/exhibition/index-2778.html,"東京都写真美術館 - 2F 展示室",東京都写真美術館|朝日新聞社,2017,有り,有り,なし,あり・チラシ画像
3620,http://topmuseum.jp/contents/exhibition/index-2795.html,"東京都写真美術館 - 2F 展示室",東京都写真美術館|産経新聞社,2017,有り,有り,なし,あり・チラシ画像
3621,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,清澄白河エリア,東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3622,https://www.artscouncil-tokyo.jp/ja/events/19137/,"東京シティアイ - KITTE地下1階 パフォーマンスゾーン",アーツカウンシル東京,2017,有り,無し,なし,なし
3626,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,前田建具新倉庫,東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3629,http://topmuseum.jp/contents/exhibition/index-2850.html,"東京都写真美術館 - 2F 展示室",東京都写真美術館|東京新聞,2017,有り,有り,,あり・チラシ画像
3630,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,"東京藝術大学上野キャンパス ‐ アーツ・アンド・サイエンス・ラボ 4Ｆ（球形ホール）",東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3631,https://www.artscouncil-tokyo.jp/ja/events/19120/,浜離宮恩賜庭園,アーツカウンシル東京,2017,有り,無し,なし,なし
3633,https://www.artscouncil-tokyo.jp/ja/events/19120/,浜離宮恩賜庭園,アーツカウンシル東京,2017,有り,無し,なし,なし
3634,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,"東京藝術大学 - 美術学部 中央棟 第7講義室",東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3636,https://www.artscouncil-tokyo.jp/ja/events/19120/,浜離宮恩賜庭園,アーツカウンシル東京,2017,有り,無し,なし,なし
3637,https://www.artscouncil-tokyo.jp/ja/events/23498/,"コレド室町3 - 3階 橋楽亭|harappa日本橋|福徳の森 - 特設ステージ",アーツカウンシル東京,2017,有り,無し,なし,なし
3641,http://topmuseum.jp/contents/exhibition/index-2876.html,"東京都写真美術館 - 2F 展示室",東京都写真美術館|東京新聞,2017,有り,有り,,あり・チラシ画像
3643,http://topmuseum.jp/contents/exhibition/index-2960.html,"東京都写真美術館 - 2F 展示室",東京都写真美術館|国立大学法人長崎大学|読売新聞社|美術館連絡協議会,2017,有り,有り,,あり・チラシ画像
3644,https://www.artscouncil-tokyo.jp/ja/events/19142/,KFCホール（国際ファッションセンター　両国）,アーツカウンシル東京,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
3646,https://www.artscouncil-tokyo.jp/ja/events/19128/,十四世喜多六平太記念能楽堂（喜多能楽堂）,アーツカウンシル東京,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
3652,https://www.artscouncil-tokyo.jp/ja/events/15046/,"コミュニティスペース kichi","東京都|アーツカウンシル東京|NPO 法人 kichi",2016,無し,無し,なし,なし
3656,,"東京芸術劇場 - コンサートホール",音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3659,https://www.artscouncil-tokyo.jp/ja/events/17008/,"コミュニティスペース kichi","東京都|アーツカウンシル東京|NPO 法人 kichi",2016,無し,無し,なし,なし
3660,,"東京芸術劇場 - コンサートホール",音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3661,,ミューザ川崎シンフォニーホール,音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3662,,ミューザ川崎シンフォニーホール,音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3665,,"東京芸術劇場 - コンサートホール",音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3666,,ミューザ川崎シンフォニーホール,音楽大学オーケストラ・フェスティバル実行委員会|ミューザ川崎シンフォニーホール|川崎市文化財団グループ|公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3668,,東京都内各所|大島各所,"東京都|アーツカウンシル東京|NPO 法人 kichi",2016,無し,無し,なし,なし
3670,,"東京芸術劇場 - アトリウム",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3672,,"東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3677,,"東京芸術劇場 - 中リハーサル室（リハーサルルーム L）|東京芸術劇場 - 中リハーサル室（リハーサルルーム M1）|東京芸術劇場 - 中リハーサル室（リハーサルルーム M3）|東京芸術劇場 - コンサートホール",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3678,https://www.artscouncil-tokyo.jp/ja/events/15899/,"六本木ヒルズけやき坂「Counter Void」前",東京都|アーツカウンシル東京|NPO法人インビジブル,2017,無し,無し,なし,なし
3680,http://www.geigeki.jp/performance/event168/,"日比谷公園 - 小音楽堂",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3683,https://www.artscouncil-tokyo.jp/ja/events/12618/,"アーツ千代田3331 - 3F アーツカウンシル東京ROOM302",東京都|アーツカウンシル東京|NPO法人インビジブル,2016,無し,有り,なし,なし
3684,http://www.geigeki.jp/performance/event168/,"日比谷公園 - 小音楽堂",公益財団法人東京都歴史文化財団|東京芸術劇場,2017,無し,無し,,なし
3685,https://www.artscouncil-tokyo.jp/ja/events/20349/,境南ふれあい広場公園（武蔵野プレイス北側）,東京都|アーツカウンシル東京|一般社団法人Ongoing|公益財団法人武蔵野生涯学習振興事業団,2017,有り,無し,なし,あり・その他画像
3687,,,東京都|アーツカウンシル東京|NPO法人インビジブル,2016,無し,無し,なし,なし
3688,,"港区立笄小学校|六本木ヒルズけやき坂「Counter Void」前",東京都|アーツカウンシル東京|NPO法人インビジブル,2016,無し,無し,なし,なし
3690,,東京都内各所,東京都|アーツカウンシル東京|NPO法人多様性と境界に関する対話と表現の研究所,2016,無し,無し,なし,なし
3692,https://www.artscouncil-tokyo.jp/ja/events/15273/,芝の家,東京都|アーツカウンシル東京|NPO法人多様性と境界に関する対話と表現の研究所,2016,無し,無し,なし,なし
3695,,"東京芸術劇場 - シアターイースト",贅沢貧乏,2017,無し,無し,,なし
3696,,芝の家,東京都|アーツカウンシル東京|NPO法人多様性と境界に関する対話と表現の研究所,2016,無し,無し,なし,なし
3697,,"東京芸術劇場 - シアターイースト",鳥公園,2017,無し,無し,,なし
3698,,"東京芸術劇場 - シアターイースト",烏丸ストロークロック,2017,無し,無し,,なし
3699,,"東京芸術劇場 - シアターイースト",一般社団法人劇団チョコレートケーキ,2017,無し,無し,,なし
3700,,就労継続支援B型事業所ハーモニー,東京都|アーツカウンシル東京|NPO法人多様性と境界に関する対話と表現の研究所,2016,無し,有り,なし,なし
3701,https://www.artscouncil-tokyo.jp/ja/events/20349/,"武蔵野プレイス - 1階ギャラリー|武蔵野プレイス - 3階スペースE",東京都|アーツカウンシル東京|一般社団法人Ongoing|公益財団法人武蔵野生涯学習振興事業団,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
3705,https://www.artscouncil-tokyo.jp/ja/events/20349/,"武蔵野プレイス - 3階スペースE",東京都|アーツカウンシル東京|一般社団法人Ongoing|公益財団法人武蔵野生涯学習振興事業団,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
3707,,"東京芸術劇場 - シアターイースト",イキウメ|エッチビイ株式会社,2017,無し,無し,,なし
3708,,"東京芸術劇場 - シアターイースト",FUKAIPRODUCE羽衣,2017,無し,無し,,なし
3709,,"東京芸術劇場 - シアターイースト",有限会社quinada|ハイバイ,2017,無し,無し,,なし
3711,,"東京芸術劇場 - プレイハウス",東京芸術劇場|公益財団法人東京都歴史文化財団,2017,無し,無し,,なし
3714,,"東京芸術劇場 - シアターイースト",東京芸術劇場|公益財団法人東京都歴史文化財団|東京都|アーツカウンシル東京|フジテレビジョン,2017,無し,無し,,なし
3717,,"東京芸術劇場 - シアターウエスト",東京芸術劇場|公益財団法人東京都歴史文化財団|東京都|アーツカウンシル東京,2017,無し,無し,,なし
3718,https://www.artscouncil-tokyo.jp/ja/events/15984/,"前原暫定集会所（小金井市）|小金井 宮地楽器ホール（小金井市民交流センター）|アートスポットシャトー小金井2F|東小金井駅開設記念会館（マロンホール）|上之原会館（小金井市）|婦人会館（小金井市）",東京都|小金井市|アーツカウンシル東京|NPO法人アートフル・アクション,2016,有り,無し,なし,なし
3723,,"東京芸術劇場 - シアターウエスト",東京芸術劇場|公益財団法人東京都歴史文化財団|東京都|アーツカウンシル東京,2017,無し,無し,,なし
3724,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,清澄白河エリア,東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3726,,"東京芸術劇場 - シアターイースト",東京芸術劇場|公益財団法人東京都歴史文化財団|東京都|アーツカウンシル東京,2017,無し,無し,,なし
3727,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,江東区立白河こどもとしょかん,東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3729,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,江東区立白河こどもとしょかん,東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3732,https://www.artscouncil-tokyo.jp/ja/events/15804/,"としまアートステーション Z（千登世橋教育文化センター） - B1F",東京都|豊島区|アーツカウンシル東京|一般社団法人オノコロ,2016,有り,無し,なし,なし
3733,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,"東京藝術大学上野キャンパス  - アーツ・アンド・サイエンス・ラボ|東京藝術大学上野キャンパス  - アーツ・アンド・サイエンス・ラボ 周辺",東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3737,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,"龍徳山 - 光厳教寺 雲光院",東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3739,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,清澄白河エリア,東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3740,,"としまアートステーション Z（千登世橋教育文化センター）",東京都|豊島区|アーツカウンシル東京|一般社団法人オノコロ,2016,無し,無し,なし,なし
3742,,"東京芸術劇場 - シアターイースト",株式会社パルコ,2017,無し,無し,,なし
3743,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,清澄白河エリア,東京都|東京都現代美術館|アーツカウンシル東京,2017,有り,無し,,あり・その他画像
3744,,"としまアートステーション Z（千登世橋教育文化センター）|豊島区役所",東京都|豊島区|アーツカウンシル東京|一般社団法人オノコロ,2016,無し,無し,なし,なし
3746,https://www.artscouncil-tokyo.jp/ja/events/15801/,くすのき荘（豊島区）|Planethand（豊島区）,東京都|豊島区|アーツカウンシル東京|一般社団法人オノコロ,2016,有り,無し,なし,なし
3750,,"東京芸術劇場 - プレイハウス",ホリプロ,2017,無し,無し,,なし
3752,,"東京芸術劇場 - シアターイースト",大人計画,2017,無し,無し,,なし
3755,,"東京芸術劇場 - シアターイースト",福島県,2017,無し,無し,,なし
3760,,芝の家,東京都|アーツカウンシル東京|NPO法人多様性と境界に関する対話と表現の研究所,2016,無し,無し,なし,なし
3761,,"アーツ千代田3331 - 3F アーツカウンシル東京ROOM302",東京都|アーツカウンシル東京|NPO法人多様性と境界に関する対話と表現の研究所,2016,無し,有り,なし,なし
3762,https://www.artscouncil-tokyo.jp/ja/events/20349/,境南ふれあい広場公園,東京都|アーツカウンシル東京|一般社団法人Ongoing|公益財団法人武蔵野生涯学習振興事業団,2017,有り,無し,なし,なし
3764,https://www.artscouncil-tokyo.jp/ja/events/20349/,境南ふれあい広場公園（武蔵野プレイス入口）,東京都|アーツカウンシル東京|一般社団法人Ongoing|公益財団法人武蔵野生涯学習振興事業団,2017,有り,無し,なし,なし
3766,https://www.artscouncil-tokyo.jp/ja/events/20349/,"武蔵野プレイス - 4階フォーラム",東京都|アーツカウンシル東京|一般社団法人Ongoing|公益財団法人武蔵野生涯学習振興事業団,2017,有り,無し,なし,なし
3769,https://www.artscouncil-tokyo.jp/ja/events/21382/,"信愛書店 en=gawa|旅の本屋のまど|HATOBA|ハンサム食堂|ビリヤード山崎|フジクリーニング|高架下空き店舗",東京都|アーツカウンシル東京|一般社団法人Ongoing,2017,有り,無し,なし,あり・チラシ画像
3777,https://www.artscouncil-tokyo.jp/ja/events/22925/,コミュニティステーション東小金井,東京都|アーツカウンシル東京|一般社団法人Ongoing,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
3779,https://www.artscouncil-tokyo.jp/ja/events/23135/,三鷹駅周辺施設,東京都|アーツカウンシル東京|一般社団法人Ongoing,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
3780,,"としまアートステーション Z（千登世橋教育文化センター）",東京都|豊島区|アーツカウンシル東京|一般社団法人オノコロ,2016,無し,無し,なし,なし
3781,https://www.artscouncil-tokyo.jp/ja/events/16636/,"雑司が谷地域文化創造館 - 第2練習室",東京都|豊島区|アーツカウンシル東京|一般社団法人オノコロ,2016,有り,無し,なし,あり・チラシ画像
3783,,,東京都|豊島区|アーツカウンシル東京|一般社団法人オノコロ,2016,無し,無し,なし,なし
3784,,"SHIBAURA HOUSE - 3階",東京都|アーツカウンシル東京|NPO法人多様性と境界に関する対話と表現の研究所,2016,無し,有り,なし,なし
3785,https://www.artscouncil-tokyo.jp/ja/events/23135/,三鷹駅北口交番横,東京都|アーツカウンシル東京|一般社団法人Ongoing,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
3786,https://www.artscouncil-tokyo.jp/ja/events/23135/,"三鷹中央ビル - 2階",東京都|アーツカウンシル東京|一般社団法人Ongoing,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
3791,https://www.yebizo.com/2018/jp/program/#exhibition,"東京都写真美術館 - 3F 展示室|東京都写真美術館 - 2F 展示室|東京都写真美術館 - B1F 展示室|東京都写真美術館 - 3F ロビー|東京都写真美術館 - B1F ロビー",東京都|アーツカウンシル東京|日本経済新聞社,2017,有り,有り,,あり・チラシ画像
3792,https://www.artscouncil-tokyo.jp/ja/events/24030/,"武蔵野美術大学 - 9号館5階515教室",東京都|アーツカウンシル東京|一般社団法人Ongoing,2017,有り,無し,,あり・チラシ画像
3794,https://www.artscouncil-tokyo.jp/ja/events/23495/,JR三鷹駅周辺,東京都|アーツカウンシル東京|一般社団法人Ongoing,2017,有り,無し,なし,あり・チラシ画像
